run_id,case,policy,loss,node,t,H_src_MW,H_D_MW,P_CHP_MW,P_HP_MW,P_EB_MW,P_PV_MW,source_mass_kg_s,load_mass_kg_s,S_K,R_K
electric_bottleneck--joint--exponential,electric_bottleneck,joint,exponential,1,2,0.09456058737049101,0.0,0.07880048947540919,0.0,0.0,0.0,0.5607549010799888,0.0,343.61253563568613,303.2702220064703
electric_bottleneck--joint--exponential,electric_bottleneck,joint,exponential,1,3,0.03626934757139499,0.0,0.030224456279268546,0.0,0.0,0.0,0.21344520383921364,0.0,344.37278398146645,303.7212385105272
electric_bottleneck--joint--exponential,electric_bottleneck,joint,exponential,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.15,303.15
electric_bottleneck--joint--exponential,electric_bottleneck,joint,exponential,2,1,0.10732272333732523,0.10732272333732523,0.0,0.03577424111244174,0.0,0.0,0.8392617452968757,0.8392617452968757,348.44635587962466,317.8536441203753
electric_bottleneck--joint--exponential,electric_bottleneck,joint,exponential,2,2,0.12932267037431333,0.12932267058774172,0.0,0.043107556791437775,0.0,0.27,0.7631166483081949,0.7734610259421781,343.6212601715028,303.42532655169686
electric_bottleneck--joint--exponential,electric_bottleneck,joint,exponential,2,3,0.10958309419843493,0.10958309422081258,0.0,0.036527698066144976,0.0,0.355275945012142,0.6435872150717867,0.6554013079628761,344.4451975231532,304.1404744787318
electric_bottleneck--joint--exponential,electric_bottleneck,joint,exponential,2,4,0.1073248715603492,0.10732487156034919,0.0,0.035774957186783064,0.0,0.09000000000000001,0.8392757602232944,0.8392757602232944,348.44640662239175,317.8535933776082
electric_bottleneck--joint--exponential,electric_bottleneck,joint,exponential,3,1,0.21152778440469036,0.21152778440469036,0.1499999999667874,0.0,0.0331871415205742,0.0,1.6581634240661591,1.6581634240661591,348.409271907915,317.89072809208494
electric_bottleneck--joint--exponential,electric_bottleneck,joint,exponential,3,2,0.17999999997112934,0.2716672236859068,0.14999999996579902,0.0,1.2811085525754606e-11,0.0,1.0765572923297404,1.626967815775746,343.2538889177875,303.30708840520913
electric_bottleneck--joint--exponential,electric_bottleneck,joint,exponential,3,3,0.17999999999411406,0.2133488496817977,0.14999999996530977,0.0,3.7623543169829077e-11,0.0,1.0791823130417668,1.280813423989892,343.4317174605435,303.5817332982188
electric_bottleneck--joint--exponential,electric_bottleneck,joint,exponential,3,4,0.21152778440478923,0.21152778440478923,0.14999999996678737,0.0,0.03318714152067831,0.0,1.6581634240560719,1.6581634240560719,348.409271908015,317.89072809198495
heat_bottleneck--fixed--reference,heat_bottleneck,fixed,reference,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.15,303.15
heat_bottleneck--fixed--reference,heat_bottleneck,fixed,reference,1,2,0.09526666672845616,0.0,0.07938888889754826,0.0,0.0,0.0,0.7091626241160975,0.0,349.8099739543833,317.67197369847304
